section_id,section_title,section_description,id,type,text,meaning
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_23,scripted,Hwehwɛ atadeɛ a wɔapam ho nsuo,Search for water-resistant clothing
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_24,scripted,Hwehwɛ aduane a wɔnnyaa ahahan wɔ mu,Search for food without preservatives
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_25,scripted,Kyerɛ me nnoɔma a wɔatɔn pii nnansa yi,Show me the best-selling items recently
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_26,scripted,Me pɛ adetɔ dwumadi a ɛboa wɔn a wɔnhunu adeɛ,I prefer shopping platforms that help those with visual impairments
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_27,scripted,"Menntumi nnkenkan nnoɔma no yie, enti kenkan ma me","I can't read the items well, so read for me"
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_28,scripted,"Me nsateaa ntumi nnyɛ adwuma yie, mede me nne nko ara bɛtɔ adeɛ","My fingers don't work well, I'll shop using only my voice"
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_29,scripted,Kyerɛ me adeɛ a ɛbɛboa me a mewɔ aniwa haw,Show me products that will help me with my vision problem
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_30,scripted,Kenkan awerɛkyekyerɛ no ma me brɛoo na mente aseɛ,Read the reviews slowly so I can understand
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_31,scripted,Kyerɛ me akwan a metumi agyina so ahwehwɛ adeɛ wɔ dwumadi yi so,Show me different ways to search for products on this platform
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_32,scripted,Sɔ kwan nhyehyɛeɛ a me fa so di dwuma mmerɛ dodo,Change to a navigation setting that I use most often
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_33,scripted,Fa me kɔ adetɔ akwan a mefaa so dada no so,Take me to my previous shopping paths
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_34,scripted,Kyerɛ me sɛnea mesi mira adeɛ a mepɛ,Show me how to bookmark items I'm interested in
ScriptD,Complex E-Commerce Interactions,Read these more complex phrases for handling special situations during online shopping.,ScriptD_35,scripted,Boa me ma me nsusu nnoɔma ahorow ahyehyɛ no,Help me understand the category organization
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_1,spontaneous,Kyerɛkyerɛ sɛnea wode wo nne di intanɛte adetɔ ho dwuma - nnoɔma a wopɛ ɛne deɛ ɛyɛ mmerɛw ma wo. (Explain how you use voice for online shopping - what you like and what comes easily to you.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_2,spontaneous,"Ka sɛnea ɛyɛ den ma wo sɛ wode wo nne bɛhyehyɛ nnoɔma wɔ online store mu, ɛne sɛnea wobɛpɛ sɛ wɔsiesie no. (Talk about the challenges you face using voice to navigate online stores, and how you would like them improved.)",
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_3,spontaneous,Kyerɛkyerɛ wo nkasa mmoa dwumadi a ɛdi mu pa ara a wobɛpɛ ama e-commerce - sua ne ahoɔden a wopɛ sɛ ɛbɛwɔ. (Describe your ideal voice assistant for e-commerce - features and capabilities you wish it had.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_4,spontaneous,Kyerɛkyerɛ sɛnea wobɛtumi de wo nne ato adeɛ ama wo busuani a ɔwɔ sinnaeɛ bi a ɔntumi ntɔ adeɛ ankasa. (Explain how you would use voice to shop for a relative who has a condition preventing them from shopping themselves.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_5,spontaneous,"Kyerɛkyerɛ sɛnea wode wo nne bɛhwehwɛ, akɔ mu ahwɛ, na ɛtwe atwa adeɛ a ne boɔ yɛ den te sɛ telefon anaa laptop. (Describe how you would use voice to research, compare, and finally purchase an expensive item like a phone or laptop.)",
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_6,spontaneous,Kyerɛkyerɛ sɛnea wobɛfa so de wo nne atɔ adeɛ wɔ kasiɛ mu te sɛ sɛ ɛsɛ sɛ wotɔ aduro mmerɛ a yareɛ bi akɔ so. (Explain how you would use voice shopping in an emergency like needing to purchase medicine during an illness.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_7,spontaneous,"Kyerɛkyerɛ wo nsuro fa sika tua bammɔ ho berɛ a wode wo nne retɔ adeɛ wɔ intanɛte so, ɛne sɛnea wobɛpɛ sɛ wɔbɔ ho ban. (Describe your concerns about payment security when using voice for online shopping, and how you would like it secured.)",
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_8,spontaneous,"Kyerɛkyerɛ sɛnea wobɛfa so de nkasa ahyehyɛdeɛ atɔ akyɛdeɛ ama obi wɔ ne awoda, a wopɛ sɛ ɛyɛ nwanwa. (Explain how you would use a voice system to buy a surprise gift for someone's birthday.)",
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_9,spontaneous,"Kyerɛkyerɛ sɛnea wobɛfa wo nne agyina so asiesie ɔhaw bi wɔ adetɔ a wannkɔ yie ho - te sɛ adeɛ a wɔamfa amma, anaa woade adeɛ foforɔ abrɛ wo. (Explain how you would use voice to resolve an issue with a failed order - like a missing delivery or wrong product.)",
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_10,spontaneous,Kyerɛkyerɛ sɛnea wobɛfa so de nkasa ahyehyɛdeɛ ahwɛ wo sika a wode bɛtɔ adeɛ so berɛ a woretɔ nnoɔma pii wɔ intanɛte so. (Describe how you would use voice commands to manage your budget while shopping for multiple items online.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_11,spontaneous,Kyerɛkyerɛ sɛnea wobɛpɛ sɛ wode wo nne fa so de to mfonini hwɛdeɛ ahorow nkorɛnkorɛ - te sɛ mfonini hwɛdeɛ ahorow mmiɛnsa anaa ɛnnan. (Describe how you would like to use voice to compare multiple electronic devices - such as three or four different models.),
Spontaneous,Voice Shopping Experiences,"For the next prompts, read the topic about voice shopping, then speak freely and naturally about it in Twi for 30-60 seconds. DO NOT read the instructions aloud.",Spontaneous_12,spontaneous,Kyerɛkyerɛ sɛnea wode wo nne bɛdi dwuma ahwehwɛ nnoɔma wɔ intanɛte so berɛ a wunnhunuu pɔtee deɛ worehwehwɛ. (Explain how you would use voice commands to browse online when you don't have a specific item in mind.),
